#	REAL	NALLORB	NKPOINT
	T	30	1
#IKPOINT
	1
#MATRIX
-1.046922622140734631e-17 1.305420335190423802e-17 -1.052728685175586404e-02 -7.408995842331042684e-18 -6.607162661694461319e-17 7.789784719206512501e-17 -1.269491467568060750e-01 5.762290443795964956e-33 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -6.607164227756928536e-17 -3.894893650360193498e-17 -1.269491981844801387e-01 -7.013193625477974681e-17 -1.046923382863473645e-17 1.979275949309375158e-33 -1.052729608263376984e-02 -1.481800306348934307e-17 -4.189853921543842200e-18 3.238238828246722793e-18 -3.575022075129765872e-03 -5.683994760573590179e-18 -6.285495516346794426e-19 -1.297924207293969145e-17 -6.182478196890671818e-17 -1.297924918956852042e-17 -6.285494725801550802e-19 -1.381384588457069707e-19
2.357459854418886280e-02 -3.023193985018271523e-02 -7.408995842331042684e-18 6.927128688120808009e-03 -1.822030444698697576e-17 2.375834750903053612e-17 5.762290443795964956e-33 -1.269491467568061305e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.576947014082561216e-01 1.680103966003646809e-01 -7.013193625477974681e-17 1.640532937311542927e-01 4.714923756949399025e-02 -8.550205553933026269e-18 -1.481800306348934307e-17 5.929043062751655074e-02 1.634140030484758713e-02 -1.308328879303415765e-02 -5.683994760573590179e-18 1.908589485777252570e-02 1.005473785132188214e-03 -2.553326431384799269e-02 -2.411309986528032134e-01 3.277053258869064983e-02 2.794365805237779277e-03 5.387719928539909256e-04
-1.243585661930739043e-02 1.886940635211960260e-02 4.189849878626273360e-18 1.155417904546700242e-18 -3.413585250639979835e-02 4.083240963020857983e-02 1.046922622140734631e-17 2.357459854418885586e-02 -2.919434601121506656e-01 1.487801314016430065e-01 6.607164227756928536e-17 2.576947014082561216e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.919434601121506656e-01 1.487801314016430343e-01 6.607164227756928536e-17 -2.576947014082561216e-01 -3.413585250639979835e-02 4.083240963020857983e-02 1.046922622140734631e-17 -2.357459854418886280e-02 -3.568951902327785084e-04 -1.730348764157494052e-03 -4.889829516743057769e-02 -3.274672550474401200e-01 -4.889829516743057769e-02 -1.730348764157494052e-03
-1.886940635211960260e-02 2.663951364742285499e-02 6.476471176602304405e-18 1.850106478643116121e-18 -4.083240963020857983e-02 4.183597819238111387e-02 1.305420335190423802e-17 3.023193985018270483e-02 -1.487801314016430065e-01 -2.994833341526940973e-02 3.894893650360192881e-17 1.680103966003646254e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.487801314016430343e-01 -2.994833341526938197e-02 3.894893650360193498e-17 -1.680103966003646809e-01 -4.083240963020857983e-02 4.183597819238110693e-02 1.305420335190423802e-17 -3.023193985018271523e-02 -6.221202511089279083e-04 -2.193837393088624715e-03 -4.178435249091182017e-03 2.784341655737722077e-01 -4.178435249091175946e-03 -2.193837393088624715e-03
-4.189849878626273360e-18 6.476471176602304405e-18 -3.575018084195306662e-03 4.245171331441954908e-34 -1.046922622140734631e-17 1.305420335190423802e-17 -1.052728685175586404e-02 7.408995842331041143e-18 -6.607164227756928536e-17 3.894893650360192881e-17 -1.269491981844801387e-01 7.013193625477974681e-17 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -6.607164227756928536e-17 3.894893650360193498e-17 -1.269491981844801387e-01 -7.013193625477974681e-17 -1.046922622140734631e-17 1.305420335190423802e-17 -1.052728685175586404e-02 -7.408995842331042684e-18 -1.381384453733431679e-19 -6.285491972119477232e-19 -1.297924189372765151e-17 -6.182480429245900303e-17 -1.297924189372765151e-17 -6.285491972119477232e-19
-1.155417904546700242e-18 1.850106478643116121e-18 4.245171331441954908e-34 -3.575018084195308397e-03 -2.357459854418885586e-02 3.023193985018270483e-02 7.408995842331041143e-18 6.927128688120797601e-03 -2.576947014082561216e-01 1.680103966003646254e-01 7.013193625477974681e-17 1.640532937311542927e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.576947014082561216e-01 -1.680103966003646809e-01 -7.013193625477974681e-17 1.640532937311542927e-01 2.357459854418886280e-02 -3.023193985018271523e-02 -7.408995842331042684e-18 6.927128688120808009e-03 -3.809387871026480897e-20 -1.788891298292922833e-03 -5.830377352102953520e-02 -1.704917548215921631e-17 5.830377352102953520e-02 1.788891298292922833e-03
-3.413585250639979835e-02 4.083240963020857983e-02 1.046922622140734631e-17 2.357459854418885586e-02 -1.243586970764282151e-02 9.434713524785648051e-03 4.189853921543842200e-18 1.634140030484758713e-02 -3.413588018865062329e-02 0.000000000000000000e+00 1.046923382863473645e-17 4.714923756949399025e-02 -2.919434601121506656e-01 -1.487801314016430065e-01 6.607164227756928536e-17 2.576947014082561216e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.919433727256260380e-01 2.975601530118343052e-01 6.607162661694461319e-17 1.822030444698697576e-17 -1.730349793907402008e-03 -3.568952265976016620e-04 -1.730349564220129118e-03 -4.889832710657095877e-02 -3.274671050040927067e-01 -4.889829595197046908e-02
-4.083240963020857983e-02 4.183597819238111387e-02 1.305420335190423802e-17 3.023193985018270483e-02 -9.434713524785648051e-03 3.978619560324133525e-03 3.238238828246722793e-18 1.308328879303415418e-02 0.000000000000000000e+00 -1.052729608263377505e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.487801314016430065e-01 -2.994833341526940973e-02 -3.894893650360192881e-17 -1.680103966003646254e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.975601530118343052e-01 2.610541130495645512e-01 7.789784719206512501e-17 2.375834750903053612e-17 -2.646145515376553421e-03 -3.110601582478725899e-04 4.523067012551494647e-04 4.840336107174373487e-02 1.392169891283742689e-01 -5.258176333822189158e-02
-1.046922622140734631e-17 1.305420335190423802e-17 -1.052728685175586404e-02 7.408995842331041143e-18 -4.189853921543842200e-18 3.238238828246722793e-18 -3.575022075129765872e-03 5.683994760573590179e-18 -1.046923382863473645e-17 0.000000000000000000e+00 -1.052729608263376984e-02 1.481800306348934307e-17 -6.607164227756928536e-17 -3.894893650360192881e-17 -1.269491981844801387e-01 7.013193625477974681e-17 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -6.607162661694461319e-17 7.789784719206512501e-17 -1.269491467568060750e-01 5.762290443795964956e-33 -6.285495516346794426e-19 -1.381384588457069707e-19 -6.285494725801550802e-19 -1.297924918956852042e-17 -6.182478196890671818e-17 -1.297924207293969145e-17
-2.357459854418885586e-02 3.023193985018270483e-02 7.408995842331041143e-18 6.927128688120797601e-03 -1.634140030484758713e-02 1.308328879303415418e-02 5.683994760573590179e-18 1.908589485777252570e-02 -4.714923756949399025e-02 0.000000000000000000e+00 1.481800306348934307e-17 5.929043062751655074e-02 -2.576947014082561216e-01 -1.680103966003646254e-01 7.013193625477974681e-17 1.640532937311542927e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.822030444698697576e-17 2.375834750903053612e-17 5.762290443795964956e-33 -1.269491467568061305e-01 -1.005473785132187997e-03 -5.387719928539909256e-04 -2.794365805237779277e-03 -3.277053258869065677e-02 2.411309986528031857e-01 2.553326431384799616e-02
-2.919434601121506656e-01 1.487801314016430065e-01 6.607164227756928536e-17 2.576947014082561216e-01 -3.413588018865062329e-02 0.000000000000000000e+00 1.046923382863473645e-17 4.714923756949399025e-02 -1.243586970764282151e-02 -9.434713524785648051e-03 4.189853921543842200e-18 1.634140030484758713e-02 -3.413585250639979835e-02 -4.083240963020857983e-02 1.046922622140734631e-17 2.357459854418885586e-02 -2.919433727256260380e-01 -2.975601530118343052e-01 6.607162661694461319e-17 1.822030444698697576e-17 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.889832710657095877e-02 -1.730349564220129118e-03 -3.568952265976016620e-04 -1.730349793907402008e-03 -4.889829595197046908e-02 -3.274671050040927067e-01
-1.487801314016430065e-01 -2.994833341526940973e-02 3.894893650360192881e-17 1.680103966003646254e-01 0.000000000000000000e+00 -1.052729608263377505e-02 0.000000000000000000e+00 0.000000000000000000e+00 9.434713524785648051e-03 3.978619560324133525e-03 -3.238238828246722793e-18 -1.308328879303415418e-02 4.083240963020857983e-02 4.183597819238111387e-02 -1.305420335190423802e-17 -3.023193985018270483e-02 2.975601530118343052e-01 2.610541130495645512e-01 -7.789784719206512501e-17 -2.375834750903053612e-17 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.840336107174373487e-02 -4.523067012551494647e-04 3.110601582478725899e-04 2.646145515376553421e-03 5.258176333822189158e-02 -1.392169891283742689e-01
-6.607164227756928536e-17 3.894893650360192881e-17 -1.269491981844801387e-01 7.013193625477974681e-17 -1.046923382863473645e-17 0.000000000000000000e+00 -1.052729608263376984e-02 1.481800306348934307e-17 -4.189853921543842200e-18 -3.238238828246722793e-18 -3.575022075129765872e-03 5.683994760573590179e-18 -1.046922622140734631e-17 -1.305420335190423802e-17 -1.052728685175586404e-02 7.408995842331041143e-18 -6.607162661694461319e-17 -7.789784719206512501e-17 -1.269491467568060750e-01 5.762290443795964956e-33 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.297924918956852042e-17 -6.285494725801550802e-19 -1.381384588457069707e-19 -6.285495516346794426e-19 -1.297924207293969145e-17 -6.182478196890671818e-17
-2.576947014082561216e-01 1.680103966003646254e-01 7.013193625477974681e-17 1.640532937311542927e-01 -4.714923756949399025e-02 0.000000000000000000e+00 1.481800306348934307e-17 5.929043062751655074e-02 -1.634140030484758713e-02 -1.308328879303415418e-02 5.683994760573590179e-18 1.908589485777252570e-02 -2.357459854418885586e-02 -3.023193985018270483e-02 7.408995842331041143e-18 6.927128688120797601e-03 -1.822030444698697576e-17 -2.375834750903053612e-17 5.762290443795964956e-33 -1.269491467568061305e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.277053258869065677e-02 -2.794365805237779277e-03 -5.387719928539909256e-04 -1.005473785132187997e-03 2.553326431384799616e-02 2.411309986528031857e-01
-3.274672550474401200e-01 -2.784341655737722077e-01 6.182480429245900303e-17 1.704917548215921631e-17 -4.889832710657095877e-02 -4.840336107174373487e-02 1.297924918956852042e-17 3.277053258869065677e-02 -1.730349793907402008e-03 -2.646145515376553421e-03 6.285495516346794426e-19 1.005473785132187997e-03 -3.568951902327785084e-04 -6.221202511089279083e-04 1.381384453733431679e-19 3.809387871026480897e-20 -1.730349793907402008e-03 -2.646145515376553421e-03 6.285495516346794426e-19 -1.005473785132188214e-03 -4.889832710657095877e-02 -4.840336107174373487e-02 1.297924918956852042e-17 -3.277053258869064983e-02 0.000000000000000000e+00 -1.819412918341661856e-02 -8.002019954171721153e-05 4.393852101454177556e-06 -8.002019954171721153e-05 -1.819412918341661856e-02
-4.889829516743057769e-02 4.178435249091175946e-03 1.297924189372765151e-17 -5.830377352102953520e-02 -3.274671050040927067e-01 -1.392169891283742689e-01 6.182478196890671818e-17 -2.411309986528031857e-01 -4.889829595197046908e-02 -5.258176333822189158e-02 1.297924207293969145e-17 -2.553326431384799616e-02 -1.730348764157494052e-03 -2.193837393088624715e-03 6.285491972119477232e-19 -1.788891298292922833e-03 -3.568952265976016620e-04 -3.110601582478725899e-04 1.381384588457069707e-19 -5.387719928539909256e-04 -1.730349564220129118e-03 -4.523067012551493021e-04 6.285494725801550802e-19 -2.794365805237779277e-03 -1.819412918341661856e-02 0.000000000000000000e+00 -1.819413552158396022e-02 -8.002019954171721153e-05 4.393865311739327236e-06 -8.002012013646004815e-05
-1.730348764157494052e-03 2.193837393088624715e-03 6.285491972119477232e-19 -1.788891298292922833e-03 -4.889829595197046908e-02 5.258176333822189158e-02 1.297924207293969145e-17 -2.553326431384799616e-02 -3.274671050040927067e-01 1.392169891283742689e-01 6.182478196890671818e-17 -2.411309986528031857e-01 -4.889829516743057769e-02 -4.178435249091175946e-03 1.297924189372765151e-17 -5.830377352102953520e-02 -1.730349564220129118e-03 4.523067012551493021e-04 6.285494725801550802e-19 -2.794365805237779277e-03 -3.568952265976016620e-04 3.110601582478725899e-04 1.381384588457069707e-19 -5.387719928539909256e-04 -8.002019954171721153e-05 -1.819413552158396022e-02 0.000000000000000000e+00 -1.819412918341661856e-02 -8.002012013646004815e-05 4.393865311739327236e-06
-3.568951902327785084e-04 6.221202511089279083e-04 1.381384453733431679e-19 3.809387871026480897e-20 -1.730349793907402008e-03 2.646145515376553421e-03 6.285495516346794426e-19 1.005473785132187997e-03 -4.889832710657095877e-02 4.840336107174373487e-02 1.297924918956852042e-17 3.277053258869065677e-02 -3.274672550474401200e-01 2.784341655737722077e-01 6.182480429245900303e-17 1.704917548215921631e-17 -4.889832710657095877e-02 4.840336107174373487e-02 1.297924918956852042e-17 -3.277053258869064983e-02 -1.730349793907402008e-03 2.646145515376553421e-03 6.285495516346794426e-19 -1.005473785132188214e-03 4.393852101454177556e-06 -8.002019954171721153e-05 -1.819412918341661856e-02 0.000000000000000000e+00 -1.819412918341661856e-02 -8.002019954171721153e-05
-1.730348764157494052e-03 2.193837393088624715e-03 6.285491972119477232e-19 1.788891298292922833e-03 -3.568952265976016620e-04 3.110601582478725899e-04 1.381384588457069707e-19 5.387719928539909256e-04 -1.730349564220129118e-03 4.523067012551494647e-04 6.285494725801550802e-19 2.794365805237779277e-03 -4.889829516743057769e-02 -4.178435249091182017e-03 1.297924189372765151e-17 5.830377352102953520e-02 -3.274671050040927067e-01 1.392169891283742134e-01 6.182478196890671818e-17 2.411309986528032134e-01 -4.889829595197046908e-02 5.258176333822189158e-02 1.297924207293969145e-17 2.553326431384799269e-02 -8.002019954171721153e-05 4.393865311739327236e-06 -8.002012013646004815e-05 -1.819412918341661856e-02 0.000000000000000000e+00 -1.819413552158396022e-02
-4.889829516743057769e-02 4.178435249091182017e-03 1.297924189372765151e-17 5.830377352102953520e-02 -1.730349564220129118e-03 -4.523067012551494647e-04 6.285494725801550802e-19 2.794365805237779277e-03 -3.568952265976016620e-04 -3.110601582478725899e-04 1.381384588457069707e-19 5.387719928539909256e-04 -1.730348764157494052e-03 -2.193837393088624715e-03 6.285491972119477232e-19 1.788891298292922833e-03 -4.889829595197046908e-02 -5.258176333822189158e-02 1.297924207293969145e-17 2.553326431384799269e-02 -3.274671050040927067e-01 -1.392169891283742134e-01 6.182478196890671818e-17 2.411309986528032134e-01 -1.819412918341661856e-02 -8.002012013646004815e-05 4.393865311739327236e-06 -8.002019954171721153e-05 -1.819413552158396022e-02 0.000000000000000000e+00
